c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11
0.92,1.54,1.34,36.66,30.17,31.67,21.67,2.5,14,52.17,38.33
0.92,1.59,1.75,41.67,35.17,33.33,22.33,3.17,16.17,60.83,43.33
1.25,1.68,1.42,46.67,47,46.67,17.67,3.67,20.67,63.17,46.67
1.48,1.73,1.42,55,42.66,53.33,22.17,3.83,24.67,76.33,51.67
0,1.63,0.91,48.33,44.67,50,17.5,4,19.67,65,48.33
0,1.26,0.7,31.67,32.67,40,12.33,2.5,16.33,48.67,33.33
0,1.17,0.38,28.33,30,35,20.17,3,36.67,30.83,25
0.53,0.97,0.48,13.33,16.67,25,9.33,2.17,24,22.17,28.33
0.25,0.85,1.55,8.33,14.67,20,9.33,2,33.33,20.33,28.33
0.2,0.78,0.81,6.66,14.5,23.34,9.17,4,32.17,18.83,11.67
0.17,0.75,2.36,5,13.16,26.66,10.67,3.17,30.33,19.83,16.67
0.27,0.8,0.75,6.66,14,20,9.67,3.5,32.5,20.67,10
0.25,0.88,1.32,11.67,17.67,25,8.67,4.83,34.83,36.83,15
0.58,1.18,2.5,40,36.5,55,17.17,4.17,33.67,52.33,33.33
1.02,1.38,1.38,66.66,83.17,91.66,31.5,6.33,36.33,77.5,53.33
1.02,1.48,2.24,61.67,74,85,29.17,5,24,73.33,53.33
0,1.56,1.42,56.67,77,75,22.33,5.83,24.5,63.5,51.67
1.18,1.64,1.25,55,72.34,71.67,19.83,4.67,24.33,57.67,51.67
0.8,1.69,0.63,50,62.34,63.34,20,4.5,23.67,56.83,48.33
0.92,1.72,0.87,43.33,58.84,58.33,18.5,4.33,21.33,50.83,48.33
0.75,1.79,1.03,46.67,51.67,61.67,19.17,3.67,21.83,53.83,55
0,1.74,0.67,48.34,52,60,18.33,4.67,20.67,56.17,51.67
0,1.68,0.82,46.67,48,58.33,18.33,3.67,20.33,50.83,46.67
0,1.61,0.59,40,39.66,50,16.83,2.83,18.83,46.83,40
1.32,1.68,0.55,36.66,44.67,45,22.67,3.5,18.5,47.17,38.33
1.03,1.75,1.4,41.67,49.83,50,21.83,3.5,22.5,47.83,51.67
0.88,1.84,1.67,53.33,50.33,56.67,19.67,4.33,27.83,59,48.33
0,1.89,1.62,58.34,49.33,58.34,22.67,4.33,31,63.5,55
0,1.78,0.98,53.33,46.83,51.67,18.17,3.33,23.5,58.5,55
1.03,1.38,0.42,31.67,34.33,43.34,13.5,3,19.17,40,35
0.85,1.42,0.25,26.67,29.16,35,19.5,3.5,40.18,29.67,30
0.3,1.17,0.33,15,18.33,25,11.17,1.83,35.46,20.83,23.33
0.23,1.02,0.96,8.33,15,23.34,9.33,2,35.94,18.83,26.67
0.15,0.94,1.22,6.66,14,23.34,9.67,4.17,40.95,21.5,13.33
0.17,0.9,2.43,3.34,15,26.67,10.67,3.5,41.25,19.67,16.67
0.27,0.96,1.07,15,13.5,28.34,10.83,3.5,39.08,20.5,10
0.48,1.06,1.47,13.33,18.17,28.33,9,4.5,49.36,25.67,16.67
0.73,1.42,1.55,38.33,40.33,61.66,16.83,5.33,65.7,51.33,31.67
0.11,1.66,1.5,66.66,79.16,96.67,31.33,6.67,79.91,78.17,58.33
0.63,1.78,1.22,60,74,88.33,28.83,5.33,65.21,65.83,55
0.92,1.88,1.35,60,83.34,83.34,28.67,5.33,65.83,62.33,53.33
0.93,1.98,1.44,53.33,78.5,88.33,19.33,5,59.5,56.83,55
0,2.04,1.39,50,63.83,83.33,19,4.5,54.16,55.33,46.67
0.32,2.07,1.43,43.33,57.17,66.67,18,4,97,52.67,51.67
1.17,2.16,1.17,50,50.17,58.33,19.17,3.33,40.5,54.17,45
0,2.1,1.22,48.34,53.17,61.67,17,3.67,51.16,57.67,50
0,2.02,1.3,46.67,54.16,58.33,18,3.67,54.83,55,50
1.07,1.94,1.55,41.67,45.83,48.33,17.33,3.17,51,49.5,41.67
0.87,2.03,1.03,41.67,41.83,46.66,21,3.33,45,48,40
0.52,2.11,1.85,41.67,42.34,48.33,19.67,3.5,39.84,48,51.67
0.87,2.22,1.69,43.33,42.67,51.67,16.5,3.67,50.33,51.67,43.33
0.71,2.28,2.5,50,46.5,46.66,20.83,4,47.34,57.67,48.33
0,2.15,1.65,46.67,40.84,40,16.83,3.33,43,52.17,51.67
0.85,1.66,0.85,30,28.5,35,12.67,2.33,47,37.33,36.67
0.57,1.6,1.02,26.67,26.5,31.66,18,2.67,39.16,28.33,26.67
0.52,1.32,0.69,18.34,19.33,25,9,2.17,39.84,23.67,23.33
0.3,1.22,1.61,13.33,18.16,23.33,6.83,2.33,37.83,22.67,28.33
0.27,1.13,1.5,10,15.67,21.67,7.17,2.83,38.33,18.83,15
0.58,1.09,2.23,6.66,13.17,20,14,2.83,29.17,27.5,16.67
0.17,1.06,1.32,11.67,13.16,23.33,5.83,1.67,41,29,10
0.3,1.11,1.11,10,16.33,23.33,5.83,2.17,60.33,21.83,11.67
0.32,1.19,2.48,18.34,18.84,30,8,4.17,273.5,22.17,21.67
0.77,1.51,0.98,31.67,32.84,40,16.5,4.5,35.83,37.67,33.33
0.75,2.11,2.1,60,48.5,51.67,24,5.33,50.84,59.67,51.67
0,2.64,2.27,76.66,65.5,63.33,29.67,5.5,70.66,72.83,63.33
0.56,2.78,2.63,75,71.34,63.33,24.83,6.33,61.67,76.17,68.33
0,2.97,1.5,63.33,59.33,55,22.33,5.67,58.67,66.83,66.67
1.2,2.81,1.18,58.33,47.34,51.67,21.33,4.33,45.67,63.33,55
1.03,2.63,1.43,56.67,40.83,41.67,19.5,4,55.17,59.67,56.67
1.12,2.67,0.85,53.33,38,38.33,19,3.33,40.84,56.5,55
1.33,2.26,0.9,48.33,35.17,35,20.67,3.17,46.33,54.67,55
1,2.22,1.05,43.34,33.5,33.34,23.5,2.83,48.33,47,46.67
0,2.23,1.35,50,34.67,33.34,23,2.67,47.16,51.5,45
0.88,2.26,1.57,41.67,33.83,31.67,14.83,3.33,136.5,44.83,41.67
0.8,2.25,1.94,40,37,33.34,15.5,4.5,40.5,45.67,41.67
0,2.16,1.23,41.67,35.83,38.33,18.67,4,108,46.17,45
0.82,2.12,0.52,43.34,33,40,15.33,3,40.5,43.67,40
0.98,1.77,0.54,31.67,29,28.33,12.33,2.5,43.83,34.67,33.33
0.97,1.48,0.96,25,24.17,30,19,3,36.17,26.83,28.33
0.53,1.33,0.32,18.34,18.83,25,9.17,2.5,38.5,25.5,31.67
0.3,1.22,1.02,11.67,16,20,6.67,2,30.83,22.33,30
0.7,1.05,1.01,8.33,12.16,18.33,7,3.17,39.84,20,16.67
0.17,1.07,2.57,8.33,16,18.33,13,1.83,28.17,17.17,15
0.18,1.04,0.82,8.33,12,20,5.5,2,25.5,13.67,10
0.3,0.98,2.1,6.66,15.67,21.67,6,2.5,29.33,13,10
0.18,1.08,2.05,11.67,16.66,25,6.83,4.17,22.5,17.17,13.33
0.67,1.42,1.12,25,23.67,28.33,12.83,3.33,23.33,27.33,23.33
0.97,1.78,1.37,41.66,32,38.33,20.33,3,41.5,41.67,38.33
0,2.36,1.53,66.66,46.34,48.33,28,5,46.5,63,56.67
0.58,2.84,2.12,65,53.34,53.33,24.5,5.17,60.33,73,63.33
0.21,2.96,1.3,65,54.16,55,24.33,4.5,54,71.33,63.33
0,3.13,1.53,56.67,49.67,48.34,22.33,4.67,45.5,64.17,58.33
0,2.63,1.43,56.67,42.5,41.67,21.33,4,37.17,61.33,55
1.26,2.49,1.02,50,37.17,38.33,20.17,3.67,37.17,53.83,51.67
1.07,2.32,0.74,45,36.17,36.66,19.33,4,42,49.67,45
0.97,2.11,1.05,41.67,33.17,31.67,23.67,3.83,28.66,44.5,40
1.08,2.4,2.03,40,32,31.67,22,3.67,31.5,46,46.67
0.92,2.39,1.85,41.67,37.66,38.33,16.67,3.5,33,45.17,40
1.42,2.47,1.97,48.34,43.34,48.33,19.83,3.5,40.67,56,46.67
1.05,2.43,1.62,56.67,43.83,50,24.17,5,52.17,62.83,53.33
0.65,2.21,0.78,51.67,44.66,45,19.67,3.33,41.33,53.33,48.33
0,1.84,0.59,36.67,33.5,31.67,14,3.33,34.84,38.17,35
0.43,1.42,0.93,20,27.17,31.66,17.83,3,33.33,27.5,25
0.65,1.18,0.23,15,16.83,20,8.5,2.83,38.5,21,26.67
0.5,1.03,0.97,6.66,14.34,15,6.67,2.83,35.34,19.33,18.33
0.15,0.95,1.27,11.67,13.83,21.67,10.17,5,39.5,22.5,16.67
0.18,0.9,2.98,13.33,14,18.33,6.67,3.5,35.67,18.67,18.33
0.52,0.96,0.97,20,14.33,26.67,7.5,3.67,35.16,19.83,11.67
0.57,1.06,1.75,21.67,18.33,26.67,8,6.5,41.17,26.67,16.67
1.08,1.43,2.34,58.34,42.34,60,22.67,9.33,62.33,55.83,36.67
1.15,1.67,1.55,75,99.17,101.66,30.5,6.83,77,67.99,61.67
0,1.79,1.81,63.34,77.17,95,28.33,5.17,64.16,64.33,56.67
0,1.89,1.5,68.33,87.5,81.67,30,5,59,64.33,56.67
0,1.98,1.28,55,85.5,76.67,21.33,4.33,55.67,59.67,55
0,2.04,1.3,53.33,65.67,70,20,5,62.16,56.67,61.67
0,2.08,1.5,48.33,60.67,61.66,19.67,4.5,49,50.17,53.33
0.45,2.17,1.6,50,60.33,63.33,21,4,50.33,53.67,50
1.1,2.1,1.22,50,58.34,63.33,18.17,3.83,52.83,55.83,51.67
1.05,2.03,0.93,46.67,57.67,55,18.5,3.67,47,51.5,53.33
0.82,1.95,0.75,40,43,46.66,16.33,3.5,54,43,48.33
0.72,2.03,0.88,38.33,45.84,48.33,21.5,4,47.84,49.17,40
1.63,2.11,1.15,41.67,49.33,50,22.67,3.83,45.67,48.33,48.33
0.63,2.23,2.1,55,49.5,55,19.67,4.83,55.34,63.67,56.67
0,2.29,2.12,58.34,55.83,56.67,23.83,4.83,63,68.83,56.67
0,2.16,0.68,51.67,53.66,51.66,19.67,3.67,61.34,59.17,53.33
0.82,1.67,0.62,31.67,36.17,38.33,14,3.33,43.5,39.33,35
0.6,1.18,0.9,26.67,31.66,36.67,18.17,3.67,39.17,29,26.67
0.43,0.97,0.23,16.67,20.33,25,9.67,2.67,36.33,22.5,30
0.3,0.85,0.93,11.67,14.67,21.67,6.83,2.5,29.83,15.5,21.67
0.23,0.79,0.91,8.33,13.83,18.33,9,4.33,36.66,13.33,18.33
0.2,0.75,1.17,6.66,15,21.66,6.83,3.67,31.66,25.67,13.33
0.25,0.8,0.73,10,13,23.33,13.5,4.17,32.17,28.17,15
0.47,0.88,2.2,15,18.33,26.67,15.67,7,37.67,26.5,13.33
1.15,1.19,3.05,48.34,48.33,56.67,19.83,9.5,68,54,40
1.37,1.38,1.8,63.34,90.16,95,29.83,8,77.83,72.17,61.67
0,1.48,1.25,58.33,80.17,85,23.33,6.5,61,61.17,55
0,1.56,0.61,55,81.17,76.66,21.5,7.17,53.83,64.5,51.67
1,1.64,0.85,55,70.17,75,25.67,4.67,56.67,58.5,53.33
1.17,1.7,0.53,48.33,68.17,63.33,22.5,5.17,47.66,53.5,45
1.13,1.72,0.83,43.34,53.33,53.33,18.83,4.67,47.66,48,46.67
0.92,1.8,0.39,48.33,53,56.67,25.33,3.83,41.33,54.33,46.67
0,1.75,0.37,51.66,57.5,63.33,18,4.33,55.83,55.67,50
0.97,1.68,0.27,45,55,53.33,17.83,4.5,49.67,49.83,46.67
0.63,1.62,0.75,40,44,45,15.5,3.5,45.5,45,50
0,1.69,0,41.67,43,45,16.5,3.83,48.84,44.67,38.33
0,1.75,1.52,46.67,51.17,46.67,23.83,3.67,47.67,50.5,45
0.01,1.85,1.43,53.33,54.17,55,19.83,3.67,59,63.83,51.67
0.83,1.9,1.57,60,51.83,53.33,24.33,4.5,69.67,68.83,60
1.47,1.79,0.6,51.66,50.16,51.67,18.83,3.5,58.67,59,55
1.12,1.38,0.65,35,38.33,38.33,13.67,2.83,49.5,50.67,38.33
0.52,1.07,0.82,25,33.17,31.67,18,3.5,32.83,27.67,23.33
0.3,0.89,0.18,15,19.5,21.67,8.33,2.83,30.67,19.83,31.67
0.3,0.77,0.67,10,14.83,20,6,3,34.33,19.17,21.67
0.22,0.71,0.97,13.33,14.67,23.33,10.33,5.17,33.16,20.83,15
0.23,0.68,1.14,11.66,14.33,26.67,6.33,2.83,36.17,20.83,18.33
0.25,0.73,1.06,16.67,13.5,26.67,6.5,3.83,29.67,22.83,15
0.33,0.8,1.5,21.67,20.34,25,8.5,6.33,49.5,37.33,15
0.9,1.08,2.92,55,46.5,61.66,20,9.33,86.66,61,43.33
0.92,1.26,2.02,75,96.5,101.67,30.67,8.5,91.84,81.17,65
0,1.35,2.88,65,82.17,83.34,29.17,5,61.66,70.33,65
1.2,1.42,2.27,56.67,84.5,76.66,24.67,9.17,62.33,67.17,58.33
0.43,1.5,1.65,55,80.5,71.67,19.83,5.17,56.5,59.5,58.33
0,1.54,1.02,48.33,69.67,61.67,20.83,4.33,52,58,48.33
0.03,1.57,1.19,48.33,63.33,61.67,20.83,3.83,55.33,56.5,53.33
1.2,1.63,0.84,50,56.67,58.33,26.33,3.33,48.17,58.83,46.67
1.57,1.59,1.03,51.66,57.16,63.34,18.5,3.5,51.16,55.17,53.33
0,1.53,0.63,46.67,54.66,53.34,19.5,4.17,53.83,52,50
0.72,1.47,0.4,41.67,42.83,48.33,16.83,3.5,40,44,51.67
0,1.54,0.62,38.33,45.17,48.33,22.33,3.67,40.17,44,38.33
1.27,1.6,1.34,50,48.17,50,22.17,3.83,46.33,54.17,46.67
1.07,1.68,2.15,56.67,57.67,60,19.67,5,61.17,61.17,53.33
0,1.73,0.43,58.34,51.66,51.67,23.17,5,66.5,64.5,56.67
1.48,1.63,0,53.33,45.83,53.34,17,3.5,50.17,57.17,55
0.75,1.26,0.59,36.66,40.67,41.67,15.83,2.67,52.98,40,40
0.63,1.18,0.66,25,32,35,18.67,3.33,37,31,25
0.68,0.98,0.25,15,20.33,26.67,11.17,2.33,37.34,24.67,28.33
0.18,0.85,0.97,8.33,16.67,23.33,6.5,2.17,41.83,19.67,26.67
0.2,0.79,0.9,8.33,15.67,20,9,4.33,34,18.17,11.67
0.17,0.75,1.9,10,16.67,21.67,6.83,3.5,33.5,16.17,15
0.17,0.8,0.89,11.66,15.67,21.67,6,4,35.16,15.17,10
0.52,0.88,1.95,18.34,20.34,26.67,8,6.83,45.17,17.83,15
1.1,1.19,2.72,51.67,47.66,55,20.83,8.83,65.5,59.83,36.67
0.97,1.39,2.03,70,91.5,93.33,31.33,8,84,80.17,60
1.5,1.49,1.57,61.67,83.33,86.66,28.83,5.5,60.83,63.83,55
0,1.57,0.95,56.67,85.17,80,23.5,5.33,62.67,60.17,55
0.17,1.65,0.97,56.67,80.67,75,21,5.5,53.84,60.33,51.67
0.04,1.7,1.53,50,71.5,68.33,19.83,5.5,52.67,52.83,60
0,1.73,0.84,48.34,62.16,60,19.17,4.83,52,52,53.33
0.39,1.8,1.02,48.34,54.33,60,20,3.67,52.84,56,48.33
1.03,1.75,1.07,48.34,57.67,58.33,20.17,4.67,53.33,62.5,50
0.38,1.69,0.67,43.33,54,60,18.67,4,51.67,53.83,50
0.93,1.62,0.75,38.33,45.16,43.34,20.5,3.83,39.5,48.67,48.33
0.98,1.69,0.33,41.67,43.5,50,23.17,3.67,43.84,47.83,41.67
0.25,1.76,2.03,45,49.16,51.67,23,3.83,45.5,53.5,45
0,1.85,1.72,53.33,52.66,58.33,19.5,4.33,59.33,60.17,50
0.98,1.9,1.5,56.66,52.67,55,23.33,3.83,63.17,65.17,60
1.52,1.8,0.59,50,47.67,53.34,19.5,3.83,58,62.83,58.33
0.87,1.39,0.45,31.67,38.66,41.67,15.17,3.33,45,42.33,40
0.75,1.42,0.58,26.67,30.33,35,19.83,3.83,27.83,35,28.33
0.37,1.18,0.17,11.67,20.67,21.67,10,3,20.67,22.17,38.33
0.18,1.03,1.23,6.66,15.33,18.33,6.33,3.17,29,18.83,21.67
0.2,0.95,1.43,6.67,14,23.33,11.33,5,37.5,17.83,20
0.22,0.91,2.37,11.66,15.33,23.33,7.33,3.33,33.33,15.5,16.67
0.18,0.97,0.93,18.33,13.66,30,7,3.83,40.67,14.67,18.33
0.33,1.06,2.5,20,18.33,30,8.5,6,48.83,19.33,16.67
1.03,1.43,2.17,55,47.17,61.66,21.33,9.5,81,56,43.33
0,1.67,2.22,75,90.66,103.34,31.17,7.17,103.33,84.17,65
0,1.79,2.5,61.67,82.5,93.34,30,6.33,64.67,70.17,56.67
0,1.89,1.1,60,88.17,81.67,29.83,8.83,56.84,64.17,60
0,1.99,1.39,56.67,86.34,83.33,21.83,7.33,54,61.67,56.67
0.25,2.05,1.74,50,70.5,85,25.67,6.17,52.28,63.17,60
0,2.08,1.53,46.67,58.5,61.67,18.33,4.17,54.83,51.33,46.67
1.65,2.17,1.38,50,55.34,58.33,18.83,4,56.16,54.5,53.33
0.24,2.11,1.25,51.66,52.83,63.33,19,3.83,47.5,54.83,53.33
1.23,2.03,0.88,48.34,55,56.66,18.17,4.17,53,54.67,63.33
1.07,1.95,1.18,40,44.66,50,17.17,3.67,51.34,46.83,43.33
0.65,2.04,0,41.67,42.33,51.67,22,3.67,48.33,51.67,45
1.65,2.12,1.39,45,41.84,55,22.17,4,54.83,55.67,50
0.58,2.23,2.14,46.67,46.33,51.67,17.33,4.33,53.84,56,46.67
0,2.3,2.53,50,42.34,55,20.67,4.33,52,56.5,50
0.55,2.16,0.67,45,39.83,50,19.67,3.17,55.66,52.83,51.67
0,1.67,0.56,28.33,31.66,38.33,13.67,2.5,43.33,36.83,36.67
0.47,1.6,0.58,25,26.17,35,18,3.33,33,30.33,31.67
0.32,1.32,0.43,18.34,20.66,30,9.83,2.33,37.5,27.83,35
0.6,1.22,1.06,15,18.16,23.33,6.67,2.33,34.17,24.17,30
0.2,1.13,0.96,10,16.34,26.67,7.5,3.33,32,20.67,16.67
0.28,1.09,2.05,5,15,21.67,15.17,3.33,27,17.83,18.33
0.17,1.06,0.72,8.33,15,20,6,2,29.67,14.83,11.67
0.28,1.11,1.83,11.66,17.17,23.33,6.67,2.17,29.83,15,15
0.25,1.19,2.17,16.67,18.66,33.33,8.33,4.17,42.26,29.67,21.67
0.55,1.51,1.82,35,34.34,41.67,16.5,3.83,31.5,45.17,35
1.32,2.11,1.38,65,55.33,56.66,25.67,4.83,56.67,66.83,60
0.05,2.64,1.12,76.67,71.33,68.34,34.33,6.67,66.34,79,68.33
0,2.78,1.68,75,69.5,65,28.5,5,63.5,83.17,75
0.67,2.98,1.94,61.67,59.33,61.67,28,4.83,54.5,77,65
0.72,2.82,1.02,56.67,50,51.67,20.67,5,49.16,65.83,61.67
1.55,2.63,1.07,53.33,42.5,43.33,24.17,4.5,49.5,64,60
0.97,2.67,0.82,51.66,37,38.33,20.17,4,42.67,65,58.33
1.33,2.26,0.9,50,32,35,21.5,3.5,40.17,56,56.67
0.97,2.22,0.56,43.34,29.66,33.34,23.67,3,43,53,55
1.41,2.23,1,46.67,30.16,36.66,22.67,3.33,41,57,53.33
0,2.26,1.43,40,33.5,33.33,15.17,3.33,39,54,48.33
1.08,2.25,1.29,45,35.84,36.66,15.67,3.17,47.67,48,45
1.07,2.16,1.58,45,34.5,36.67,17.33,4,46.5,44.17,41.67
1.09,2.12,0.65,41.67,37.16,40,16.33,3,39,44.33,43.33
1.23,1.77,0.61,28.33,28.67,28.33,12.67,2.5,31.17,35.33,33.33
0.57,1.48,0.77,25,24.5,28.34,20.67,3.17,30.17,30.67,31.67
0.33,1.33,0.59,15,18.67,21.67,8,2.5,35,27.17,35
0.48,1.22,1.76,11.66,17.5,21.67,6.5,2,32,26.5,33.33
0.37,0.75,0.82,8.33,15.5,20,6.5,3.17,26.67,21.83,20
0.32,0.8,1.63,5,16.5,23.33,13.17,1.83,29.5,18.17,18.33
0.27,0.75,0.37,5,13.83,23.33,5.33,2.17,31.33,15.33,13.33
0.45,0.75,1.95,6.66,16.16,23.33,5.67,3.12,28.17,14.17,13.33
